text,created_date,,,,,,,,,,,,,,,,
@ flySFO let the lawyers in let the families out pic.twitter.com/viR2g61dOq,"2017-01-29T23:57:45.000Z""""",,,,,,,,,,,,,,,,
@ flySFO What stepsare being taken NOW to release in constitutionally detained passengers? # NoBanNoWall,"2017-01-29T23:57:44.000Z""""",,,,,,,,,,,,,,,,
canceling all of my future running trips where I have to flight. Definitely not using @ flyLAXairport or @ flySFO. Readjusting to stay local,"2017-01-29T23:57:44.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Let the lawyers in, let the family's out # noban # nowall,,,,,,,,,,,,,,,,
@ flysfo let the lawyers in, ley@the families # NoBanNoWall,,,,,,,,,,,,,,,,
@ flysfo Let the lawyers in, let the families out # NoBanNoWall,,,,,,,,,,,,,,,,
@ flySFO Let the lawyers in! Let the families out! # nobannowall,"2017-01-29T23:57:42.000Z""""",,,,,,,,,,,,,,,,
@ flySFO let the lawyers in, let the families out # NoBanNoWall,,,,,,,,,,,,,,,,
@ flySFO let the lawyers in, let the families out # NoBanNoWall,,,,,,,,,,,,,,,,
@ flysfo let the families out # nobannowall,"2017-01-29T23:57:37.000Z""""",,,,,,,,,,,,,,,,
Let the Lawyers in, Let the Families out! @ flySFO,,,,,,,,,,,,,,,,
. @ flySFO # NoBanNoWall Let the lawyers in! Let the families out!,"2017-01-29T23:57:36.000Z""""",,,,,,,,,,,,,,,,
@ flysfo: Let the lawyers in! Let the families out! # NoBanNoWall,"2017-01-29T23:57:33.000Z""""",,,,,,,,,,,,,,,,
. @ flySFO let lawyers in, let the families out! # NoBanNoWall,,,,,,,,,,,,,,,,
@ flySFO Do the right thing. Let them out.,"2017-01-29T23:57:32.000Z""""",,,,,,,,,,,,,,,,
@ flySFO let the families out let the lawyers in # nobannowall,"2017-01-29T23:57:31.000Z""""",,,,,,,,,,,,,,,,
. @ flySFO let the lawyers in, let the families out! # NoBanNoWall,,,,,,,,,,,,,,,,
Resist! @ flySFO # letthefamiliesout # letthelawyersin # NoBanNoWall do not comply with fascism!,"2017-01-29T23:57:29.000Z""""",,,,,,,,,,,,,,,,
@ flysfo let the families out! Let the lawyers in!,"2017-01-29T23:57:28.000Z""""",,,,,,,,,,,,,,,,
@ flySFO let the lawyers in, let the families out # NoBanNoWall,,,,,,,,,,,,,,,,
# MuslimBan # SFO @ flySFO Let the lawyers in and let the families out # NoBanNoWall – bei San Francisco International Airport (SFO),"2017-01-29T23:57:25.000Z""""",,,,,,,,,,,,,,,,
Let the lawyers in, let the families out!! @ flySFO # NoBanNoWall,,,,,,,,,,,,,,,,
@ flysfo LET THE LAWYERS IN, LET THE FAMILIES OUT!! # nobansnowalls,,,,,,,,,,,,,,,,
@ FlySFO Let the lawyers in, let the families out. # NoBanNoWall,,,,,,,,,,,,,,,,
@ flysfo let the lawyers in! # NoBanNoWall,"2017-01-29T23:57:23.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Let the lawyers in! Let the families out!,"2017-01-29T23:57:23.000Z""""",,,,,,,,,,,,,,,,
Getting ready to head to the airport again. Can only stay an hour today. Will update when I get there. # MuslimBan # letthefamilesout @ flySFO,"2017-01-29T23:57:21.000Z""""",,,,,,,,,,,,,,,,
Come join me at the protest @ flySFO Immigrants and Refugees are welcome here. # NoBanNoWall # nomuslimban,"2017-01-29T23:57:19.000Z""""",,,,,,,,,,,,,,,,
@ flysfo Let the lawyers in, let the families out! # NoBanNoWall,,,,,,,,,,,,,,,,
@ flysfo let the lawyers in let the families out # NoBanNoWall,"2017-01-29T23:57:18.000Z""""",,,,,,,,,,,,,,,,
Hey @ flySFO let the lawyers in, let the families out # NoBanNoWall,,,,,,,,,,,,,,,,
@ flySFO let the families out, let the lawyers in # NoBansNoWalls,,,,,,,,,,,,,,,,
@ flySFO Let the detainees out, let the families out # NoBanNoWall # MuslimBanprotest,,,,,,,,,,,,,,,,
@CustomsBorder @ flySFO let the families out # NoBanNoWall,"2017-01-29T23:57:15.000Z""""",,,,,,,,,,,,,,,,
@ flysfo LET THE LAWYERS IN LET THE FAMILIES OUT # NoBanNoWall,"2017-01-29T23:57:12.000Z""""",,,,,,,,,,,,,,,,
@ flySFO - Let the lawyers in. Let the families out # NoBanNoWall,"2017-01-29T23:57:12.000Z""""",,,,,,,,,,,,,,,,
. @ flysfo Please let the lawyers in. Please let the families out.,"2017-01-29T23:57:11.000Z""""",,,,,,,,,,,,,,,,
@ flysfo let the lawyers in let the families out,"2017-01-29T23:57:05.000Z""""",,,,,,,,,,,,,,,,
From the Central Valley? True # solidarity! There are groups in other airports across country, but AFAIK @ flySFO is where it's at in NorCal. https://twitter.com/AnaAce71/status/825801370557104129 …,,,,,,,,,,,,,,,,
I support the protests but I also have an international flight out of SFO tomorrow. Advice?,"2017-01-29T23:56:18.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Do the right thing-- protect the rights of immigrants! Release all detainees! pic.twitter.com/PaEwqm7QCC,"2017-01-29T23:55:36.000Z""""",,,,,,,,,,,,,,,,
@ AdamParkhomenko @ flySFO @ TrumpHotels FUCK, YESSS!!! # MuslimBanprotest # NoBanNoWall,,,,,,,,,,,,,,,,
Crowd at @ flySFO has grown to several hundred. Made up of all ages, races,,,,,,,,,,,,,,,,
@CustomsBorder @ flySFO @NancyPelosi @ KamalaHarris @ JackieSpeier please intervene immediately in favor of those detained at SFO!,"2017-01-29T23:54:16.000Z""""",,,,,,,,,,,,,,,,
At @ flySFO solemnly thinking of others detained at airports nationwide. Thank you to the lawyers @ ACLU and many others standing up 4 # rights,"2017-01-29T23:54:16.000Z""""",,,,,,,,,,,,,,,,
. @ flySFO why or why do you make the life of @ united travelers difficult ?pic.twitter.com/5jiaJIhXic,"2017-01-29T23:53:50.000Z""""",,,,,,,,,,,,,,,,
flying into @ flySFO today. i stand with you, protesters. (but also my bag is really heavy plz let me get to my car thanx),,,,,,,,,,,,,,,,
You know what this means: they didn't hear us yesterday. Assemble at @ flysfo and add you voice to the chorus for justice. # NoBanNoWallhttps://twitter.com/NPR/status/825794547200512001 …,"2017-01-29T23:53:24.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/lhgsFKskuvA,,,,,,,,,,,,,,,,
@ flySFO let the lawyers in! Don't shame the US. The world is watching,"2017-01-29T23:52:27.000Z""""",,,,,,,,,,,,,,,,
@ flySFO @ sfbos @customsborder Demand that CBP release all detainees NOW. Stand against the Muslim ban! SF is a strong sanctuary city.,"2017-01-29T23:50:58.000Z""""",,,,,,,,,,,,,,,,
@ flySFO I am here. Thank you SFPD.,"2017-01-29T23:50:29.000Z""""",,,,,,,,,,,,,,,,
On the way to @ flySFO # NoBanNoWall protest. Half the car seems to be protesterspic.twitter.com/U0XLe72xsg,"2017-01-29T23:49:43.000Z""""",,,,,,,,,,,,,,,,
500+ strong at @ flySFO - # MuslinBanProtestpic.twitter.com/IM62H3l3O2,"2017-01-29T23:49:37.000Z""""",,,,,,,,,,,,,,,,
We in the Bay Area will stay a sanctuary city! @ flysfo # sfoprotest # NoBanNoWallpic.twitter.com/9KdjItM56m,"2017-01-29T23:49:16.000Z""""",,,,,,,,,,,,,,,,
Hella folks on their way to @ flySFO. Keep showing up. # LetTheLawyersIn # LetTheFamiliesOut,"2017-01-29T23:48:26.000Z""""",,,,,,,,,,,,,,,,
Got your sign ready? Now take @ SFBART to @ flySFO. A few folks even biked yesterday! # NoMuslimBanSFO @ SFBayResistancehttps://twitter.com/SF_Rising/status/825761458440921088 …,"2017-01-29T23:46:28.000Z""""",,,,,,,,,,,,,,,,
Welcoming refugees and immigrants must be the American way. @ flySFO SFO Airport Director Ivar Satero, refuse to implement the # MuslimBan.,,,,,,,,,,,,,,,,
@ flySFO I urge you to not only say you refuse compliance in banning refugees but to use your authority to act on it,"2017-01-29T23:45:57.000Z""""",,,,,,,,,,,,,,,,
As would the Boston Marathon bombers,"2017-01-29T23:45:33.000Z""""",,,,,,,,,,,,,,,,
thx.... @ JessLivMo is the best. always.,"2017-01-29T23:45:21.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/dQhDoxHy2Xe,,,,,,,,,,,,,,,,
@ SenFeinstein You should see the scene at @ flySFO. Regret is not enough. Condemn this now! # NoMuslimBan,"2017-01-29T23:44:15.000Z""""",,,,,,,,,,,,,,,,
What is happening at @ flySFO and other airports is deeply wrong. We cannot turn our backs now. # NoMuslimBanSFO,"2017-01-29T23:44:01.000Z""""",,,,,,,,,,,,,,,,
yes fight hard keep America free not an American Russia community fight hard to death,"2017-01-29T23:43:12.000Z""""",,,,,,,,,,,,,,,,
At @ flySFO # sfo to protest this # UnconstitutionalBan # ImmigrantsWelcome # NoBanNoWall @ SenateDems @ HouseDemocrats @ CourageCampaign @ MoveOnpic.twitter.com/90Zq8At1qQ,"2017-01-29T23:43:10.000Z""""",,,,,,,,,,,,,,,,
@ sfpelosi @ flySFO @ JessLivMo does. http://www.occupyairports.com,"2017-01-29T23:42:32.000Z""""",,,,,,,,,,,,,,,,
Appreciate the solitary @ flySFO, you read it here folks,,,,,,,,,,,,,,,,
.@CustomsBorder PLEASE release the people & families detained at @ flySFO # NoMuslimBanSFO We remain a sanctuary - we must act like one.,"2017-01-29T23:41:08.000Z""""",,,,,,,,,,,,,,,,
@ AdamParkhomenko @ flySFO @ TrumpHotels will NEVER again stay at trashy trump's properties # GrabYourWallet # BoycottTrump # TrumpTrash,"2017-01-29T23:40:46.000Z""""",,,,,,,,,,,,,,,,
. @ JackieSpeier PLEASE release the people & families detained at @ flySFO # NoMuslimBanSFO We remain a sanctuary - we must act like one.,"2017-01-29T23:40:40.000Z""""",,,,,,,,,,,,,,,,
. @ KamalaHarris PLEASE release the people & families detained at @ flySFO # NoMuslimBanSFO We remain a sanctuary - we must act like one.,"2017-01-29T23:40:16.000Z""""",,,,,,,,,,,,,,,,
.@NancyPelosi PLEASE release the people & families detained at @ flySFO # NoMuslimBanSFO We remain a sanctuary - we must act like one.,"2017-01-29T23:40:01.000Z""""",,,,,,,,,,,,,,,,
@ flySFO @ KamalaHarris @NancyPelosi @ KamalaHarris @CustomsBorder @ sfbos @ JackieSpeier USMuslim ban visa/green card unconstitutionalhttps://twitter.com/mithunc/status/825492778540896256 …,"2017-01-29T23:39:13.000Z""""",,,,,,,,,,,,,,,,
@ The wall is not a solution, they have to learn from Germany before 1989...,,,,,,,,,,,,,,,,
Citizens of SF, do not comply with the detainment of people & families @ flySFO # NoMuslimBanSFO We remain a sanctuary - we must act like one.,,,,,,,,,,,,,,,,
First thing I see at @ flySFO - LAWYERS @ nbcbayareapic.twitter.com/NNmEKnoPS3,"2017-01-29T23:38:20.000Z""""",,,,,,,,,,,,,,,,
@ flySFO so what does that mean? Are following the stays ordered by judges or this unconstitutional Executive Order?!! https://twitter.com/mattkellerabc7/status/825793080737476609 …,"2017-01-29T23:37:44.000Z""""",,,,,,,,,,,,,,,,
USA @ MxFlorin s @ flySFO @ realDonaldTrump Protest against # MuslimBan at #SFO#NoBanNoWall # MuslimBanprotest https://www.pscp.tv/w/a1zxQDFNV0t3ZFlwWE1EamJ8MVprS3pxanBiV3J4dhutrzEnzGBFKWX2a59HKtAbqrbJDXLuJ0Y6t2K3IFmO …,"2017-01-29T23:37:11.000Z""""",,,,,,,,,,,,,,,,
@ flySFO @CustomsBorder People of SF demand non-compliance with the unconstitutional executive order & immediate release of detained families,"2017-01-29T23:36:41.000Z""""",,,,,,,,,,,,,,,,
@ flySFO We, the people demand the release of any detained green card holder NOW at SFO,,,,,,,,,,,,,,,,
Hundreds in ever-growing crowd at @ flySFO protesting @ POTUS executive order 'Let them out!'pic.twitter.com/Dlbdk8RaFd,"2017-01-29T23:35:09.000Z""""",,,,,,,,,,,,,,,,
On way to @ flySFO. Words of # Resistance in my mind thanks to @ v_bogg and friends # NoBanNoWallpic.twitter.com/hL0xfdJOTe,"2017-01-29T23:35:08.000Z""""",,,,,,,,,,,,,,,,
People against # Trump policies at @ flySFO pic.twitter.com/lANpirLwvA,"2017-01-29T23:34:34.000Z""""",,,,,,,,,,,,,,,,
Thank you for keeping everyone safe while protecting their rights!,"2017-01-29T23:34:03.000Z""""",,,,,,,,,,,,,,,,
traveling through,"2017-01-29T23:32:45.000Z""""",,,,,,,,,,,,,,,,
@NancyPelosi @ KamalaHarris Join your people @ flySFO # letthefamilesout # nomuslimban,"2017-01-29T23:30:54.000Z""""",,,,,,,,,,,,,,,,
. @ MxFlorin on # Periscope: @ flySFO @ realDonaldTrump Protest against # MuslimBan at #SFO#NoBanNoWall # MuslimBanprotesthttps://www.pscp.tv/w/a1zvyzFEWktvZVh5WXdnRWF8MVprS3pxanBiV3J4djJmV0ZJn5qCzsKCUQmo1dtofHGEuyD9az6l-q9gPCMj …,"2017-01-29T23:30:45.000Z""""",,,,,,,,,,,,,,,,
Help protect our consitutional rights. Come to the protest today at SFO. Good people good vibes. # letthelawyersin # letthefamilesout @ flysfo pic.twitter.com/rRj2p6A3In,"2017-01-29T23:30:23.000Z""""",,,,,,,,,,,,,,,,
Going to @ flySFO to protest the @ POTUS craziness. Hopefully I won't get deported @ nytimes # MuslimBan # UnAmerican,"2017-01-29T23:29:30.000Z""""",,,,,,,,,,,,,,,,
# MuslimBan would've stopped Steve Jobs from coming here. Pls honor him and protest at @ flySFO @ united,"2017-01-29T23:28:23.000Z""""",,,,,,,,,,,,,,,,
But court order ignored and lawyers denied access. What are u doing about it? Shut down @ flySFO til operations comply with law!,"2017-01-29T23:27:31.000Z""""",,,,,,,,,,,,,,,,
On my way to @ flySFO # sfo to protest this # UnconstitutionalBan # ImmigrantsWelcome # NoBanNoWall @ SenateDems @ HouseDemocrats @ SenFeinstein,"2017-01-29T23:27:17.000Z""""",,,,,,,,,,,,,,,,
Here is flySFO Statement on PresidentTrump and the Immigration Executive Order. @ tvzuke http://toplocalnow.com/us/san-jose,"2017-01-29T23:27:07.000Z""""",,,,,,,,,,,,,,,,
@ flySFO @ realDonaldTrump Protest against # MuslimBan at # SFO # NoBanNoWall # MuslimBanprotesthttps://www.pscp.tv/w/a1zu7DF6WUtiR2JWcGRHamV8MVprS3pxanBiV3J4diahTubsb4Np0xypAemMj7x2hUtbTILuht671xhuCl4- …,"2017-01-29T23:26:30.000Z""""",,,,,,,,,,,,,,,,
@ pwthornton @ flySFO @ DHSgov but are they deporting people?,"2017-01-29T23:25:54.000Z""""",,,,,,,,,,,,,,,,
We see @ KamalaHarris and @elizabethforma at protests, but where are you? Shut down @ FlySFO,,,,,,,,,,,,,,,,
Travelling, protesting or both?,,,,,,,,,,,,,,,,
Good for you Mr. Denny,"2017-01-29T23:24:54.000Z""""",,,,,,,,,,,,,,,,
@ flySFO RESIST! # letthelawyersin # letthefamiliesout,"2017-01-29T23:24:32.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/0BK2LVWRn7a,,,,,,,,,,,,,,,,
Then call for shutdown of @ FlySFO to isolate CBP as they deny lawyers access to detainees and ignore Fed court order! Act now!,"2017-01-29T23:22:01.000Z""""",,,,,,,,,,,,,,,,
Then enforce it dammit! You can demand shutdown of @ flySFO If airports have become the mechanism of fascism, SHUT THEM DOWN,,,,,,,,,,,,,,,,
I literally think half the people on this @ SFBART train are headed to @ flySFO # NoBanNoWall No # MuslimBan # NoDetentions # NoDeportation,"2017-01-29T23:17:58.000Z""""",,,,,,,,,,,,,,,,
Release detained families at SFO now! @ flySFO,"2017-01-29T23:16:50.000Z""""",,,,,,,,,,,,,,,,
Don't monitor, don't urge,,,,,,,,,,,,,,,,
"Protestors gather at @ flySFO for 2nd day to protest President Trump's immigration plan. Chanting ""build bridges not walls."" # ktvupic.twitter.com/q0emy8agXr","2017-01-29T23:15:13.000Z""""",,,,,,,,,,,,,,,,
@ sfbos waiting for your response to the attack on civil liberties currently taking place @ flySFO and the hundreds of protestors there,"2017-01-29T23:14:26.000Z""""",,,,,,,,,,,,,,,,
Taha Abozayd,29,,,,,,,,,,,,,,,,
I'm about to head to @ flySFO for protests. Before I do, @ ConcordPD looking for owner of this ring. http://bayareane.ws/2kgVIXq @ EastBayTimes,,,,,,,,,,,,,,,,
# DeleteUber We Cant afford # UberTiesToTrump # CheapTooExpensive if You Want Democracy @ flySFO # LetFamiliesOuthttps://twitter.com/People4Bernie/status/825612343002427392 …,"2017-01-29T23:10:06.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Please stand behing immigrants. Pressure on your airport to release the rest of the detainees.,"2017-01-29T23:09:56.000Z""""",,,,,,,,,,,,,,,,
@ KamalaHarris @ SenFeinstein we are protesting again @ flySFO. We need you tell Trump, # NoBanNoWall,,,,,,,,,,,,,,,,
Traveling to @ flySFO with my small child to stand with my community and protest your boss' hateful and unconstitutional # MuslimBan.https://twitter.com/trumphotels/status/123822377875415040 …,"2017-01-29T23:05:45.000Z""""",,,,,,,,,,,,,,,,
@ flySFO @CustomsBorder Refuse to comply w/EO refugee ban Stand against racism xenophobia & Islamophobia! Exert your authority # NoBanNoWall,"2017-01-29T23:04:09.000Z""""",,,,,,,,,,,,,,,,
Off to SFO to support Muslim families # NoBanNoWall # nomuslimban @ flySFO @CustomsBorder,"2017-01-29T23:03:14.000Z""""",,,,,,,,,,,,,,,,
Awesome! Love it @ flySFO https://twitter.com/mgafni/status/825762163151155200 …,"2017-01-29T23:02:43.000Z""""",,,,,,,,,,,,,,,,
Here's @ flySFO's statement on the ban imposed by @ POTUS.pic.twitter.com/YY6P6ODp5W,"2017-01-29T23:01:10.000Z""""",,,,,,,,,,,,,,,,
This reminds me: I wanted to thank @ flySFO, @ SFBART,,,,,,,,,,,,,,,,
Yep, already asked them too:https://twitter.com/djcapelis/status/825780459166527488 …,,,,,,,,,,,,,,,,
@ wwahammy @ flySFO you want the @ FAANews for that,"2017-01-29T22:58:35.000Z""""",,,,,,,,,,,,,,,,
Here is @ flySFO Statement on # PresidentTrump and the Immigration Executive Order.pic.twitter.com/Jud5NFmdUQ,"2017-01-29T22:58:27.000Z""""",,,,,,,,,,,,,,,,
Thank you, @ flySFO! https://twitter.com/mgafni/status/825762163151155200 …,,,,,,,,,,,,,,,,
@ flySFO @CustomsBorder release detained families now! # StopMuslimBanUSA,"2017-01-29T22:54:57.000Z""""",,,,,,,,,,,,,,,,
Want to reopen the lower level roadway to the International Terminal, @ flySFO? Release ALL travelers detained by the executive order.,,,,,,,,,,,,,,,,
thanks for being facilitating yesterday. We'll get through this mess,"2017-01-29T22:53:45.000Z""""",,,,,,,,,,,,,,,,
More @ flysfo protests today at noon. Shout out to both protesters and @ sfpd for keeping it classy.https://twitter.com/SFPD/status/825748413492768768 …,"2017-01-29T22:47:12.000Z""""",,,,,,,,,,,,,,,,
On our way to @ flySFO with @ tbiz # noban # StopPresidentBannonpic.twitter.com/rYZSo7EjbS,"2017-01-29T22:44:55.000Z""""",,,,,,,,,,,,,,,,
Wifi @my hotel is bad so this tweet didn't post last night. In solidarity w/friends @ flySFO until 2 AM: # letthelawyersin # letthefamiliesout,"2017-01-29T22:44:05.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA w/ @ mcfletchers https://www.swarmapp.com/c/lYC92T7uTog,,,,,,,,,,,,,,,,
No hate! No fear! Immigrants are welcome here! # MuslimBanprotest @ flySFO # letthelawyersinpic.twitter.com/XGfId7A4ZC – bei International Arrivals - Exit A,"2017-01-29T22:42:26.000Z""""",,,,,,,,,,,,,,,,
@ flySFO we the People demand you refuse to comply with the ban on immigrants, Muslims & refugees.,,,,,,,,,,,,,,,,
No hate no fear @ SFHumanRights @ flySFO pic.twitter.com/uKQNumpOWQ,"2017-01-29T22:42:14.000Z""""",,,,,,,,,,,,,,,,
@ flySFO is putting people first in this nightmare. Kudos to them. # NoBanNoWall # MuslimBanhttps://twitter.com/alyssaharad/status/825776599672946688 …,"2017-01-29T22:40:17.000Z""""",,,,,,,,,,,,,,,,
Still detainees at @ flySFO CALL To SFO US Customs and Border Patrol Office: (650) 837-2876 To SF Board of Supervisors: (415) 554-5184,"2017-01-29T22:37:52.000Z""""",,,,,,,,,,,,,,,,
Still detainees in custody at @ flySFO CALL To SFO Airport Director, Ivar Satero: (650) 821-8211 # nobannowall # letthemin,,,,,,,,,,,,,,,,
If you are looking for a way to support the release of detainees at @ flySFO, here's an action plan! # LetTheLawyersIn # NoBanNoWallhttps://twitter.com/JessieQuinn/status/825781411852349440 …,,,,,,,,,,,,,,,,
No ban. No walls. # sanctuaryforall Everyone is welcome here. # airportprotest # MuslimBan @ flySFO pic.twitter.com/f0cZPAqsQi,"2017-01-29T22:36:03.000Z""""",,,,,,,,,,,,,,,,
Day two! See you at SFO. @ flySFO @ CA_Dempic.twitter.com/ml6hsQRJVf,"2017-01-29T22:35:37.000Z""""",,,,,,,,,,,,,,,,
Off to @ flySFO! # NoBanNoWall,"2017-01-29T22:34:33.000Z""""",,,,,,,,,,,,,,,,
Several hundred protestors still at SFO from overnight! Crowd growing for rally at 12pm # NoBanNoWall # MuslimBan @ flySFO pic.twitter.com/RDd1fkGlYf,"2017-01-29T22:31:00.000Z""""",,,,,,,,,,,,,,,,
@ flySFO We urge you to refuse compliance with the ban on refugees in a stand against racism, xenophobia and Islamophobia.,,,,,,,,,,,,,,,,
RT BernieCrats1: RT oimeetsgrrrl: # NoBanNoWall flysfo pic.twitter.com/NM6bROiNd0,"2017-01-29T22:25:56.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Help make America great. # LetTheLawyersIn # LetTheFamiliesOut # NoWallNoBan,"2017-01-29T22:25:29.000Z""""",,,,,,,,,,,,,,,,
Hey @ flySFO. I get that you can't control CBP, but if they defy courts and illegally deport someone? Ground the plane. We've got your back.,,,,,,,,,,,,,,,,
SFO has yet to release Muslim travelers-call up your humanity and to join the fight against facism. It's on all of us,"2017-01-29T22:24:09.000Z""""",,,,,,,,,,,,,,,,
People4Bernie: RT oimeetsgrrrl: # NoBanNoWall flysfo pic.twitter.com/lQVyzLeJBU,"2017-01-29T22:23:00.000Z""""",,,,,,,,,,,,,,,,
Historically," ""we're just following orders"" has not been a good defense in the eyes of history.",,,,,,,,,,,,,,,,
People4Bernie: RT oimeetsgrrrl: # NoBanNoWall flysfo pic.twitter.com/d8Y3DMs6T0,"2017-01-29T22:22:38.000Z""""",,,,,,,,,,,,,,,,
I'll be heading up to @ flySFO in a couple hours to join the protest. Anyone I know other than @ herufeanor who will be there?,"2017-01-29T22:22:19.000Z""""",,,,,,,,,,,,,,,,
Another day of action @ flySFO # MuslimBan today @noon today https://www.facebook.com/events/291578434591261/?ti=icl …pic.twitter.com/IPQR3ycGmg,"2017-01-29T22:21:00.000Z""""",,,,,,,,,,,,,,,,
Statement from @ flySFO on protests following @ POTUS' executive orderpic.twitter.com/aydAO5wuRk,"2017-01-29T22:20:47.000Z""""",,,,,,,,,,,,,,,,
Sit and resist # solidarity at @ flySFO https://twitter.com/sanasaleem/status/825554237983649792 …,"2017-01-29T22:19:19.000Z""""",,,,,,,,,,,,,,,,
. @ flySFO Following illegal orders is illegal no matter who made them. # NoBanNoWall,"2017-01-29T22:18:48.000Z""""",,,,,,,,,,,,,,,,
Sweet,"2017-01-29T22:17:31.000Z""""",,,,,,,,,,,,,,,,
We're going to be headed to @ flySFO Does anyone need anything? # notmypresident # letthelawyersin # letthemin # StopPresidentBannon,"2017-01-29T22:16:24.000Z""""",,,,,,,,,,,,,,,,
". @ DianneFeinstein to airport protesters at @ flySFO and LAX: ""I stand with you."" pic.twitter.com/bW1NjMLiaS","2017-01-29T22:15:27.000Z""""",,,,,,,,,,,,,,,,
Insist for the release of detained travellers at SFO. @ KamalaHarris, @ SenFeinstein @NancyPelosi,,,,,,,,,,,,,,,,
@ flySFO Release detainees now! We are a sanctuary city. # resist # NoBanNoWall,"2017-01-29T22:13:27.000Z""""",,,,,,,,,,,,,,,,
There sure is a lot of security at INTL today. Probably a response to yesterday's protests. (at @ flysfo) https://www.swarmapp.com/c/0uyX02M7cu6,"2017-01-29T22:12:16.000Z""""",,,,,,,,,,,,,,,,
@ flySFO @CustomsBorder LET THEM GO,"2017-01-29T22:11:50.000Z""""",,,,,,,,,,,,,,,,
@ flySFO # letthelawyersin and # letthefamilesout! For shame if you continue to comply with this un-American ban!,"2017-01-29T22:11:39.000Z""""",,,,,,,,,,,,,,,,
Crowd at @ flySFO doubled in last half hour. 100+ here protesting @ POTUS order on refugees, travelers from Muslim-majority countriespic.twitter.com/C96E2msdv1,,,,,,,,,,,,,,,,
Notice: Legal # helpfordetainees today near @ starbucks @ flySFO # NoBanNoWall # HumanRights,"2017-01-29T22:11:09.000Z""""",,,,,,,,,,,,,,,,
# UPDATE: More protests set for noon at @ flySFO. http://bayareane.ws/2kgre7g @ EastBayTimes @ mercnews # immigrationban,"2017-01-29T22:10:22.000Z""""",,,,,,,,,,,,,,,,
r there still ppl being held there?,"2017-01-29T22:07:32.000Z""""",,,,,,,,,,,,,,,,
@ NILC_org @ jaketapper @ aaaj_alc @ flySFO contempt,"2017-01-29T22:06:49.000Z""""",,,,,,,,,,,,,,,,
@ NILC_org @ jaketapper @ aaaj_alc @ flySFO Seek order of contemp!,"2017-01-29T22:06:33.000Z""""",,,,,,,,,,,,,,,,
@ NILC_org @ aaaj_alc @ flySFO Do private prosecutions not exist in the US? They're rare in the UK, but important.,,,,,,,,,,,,,,,,
Well done @ flySFO, making us proud! https://twitter.com/mgafni/status/825762163151155200 …,,,,,,,,,,,,,,,,
Free all detainees @ flySFO # NoBanNoWall # NoReligionTests,"2017-01-29T22:04:20.000Z""""",,,,,,,,,,,,,,,,
hey @NancyPelosi @ KamalaHarris time to wake up and get to work @ flySFO # noban,"2017-01-29T22:03:50.000Z""""",,,,,,,,,,,,,,,,
A @ united 787-9 lifting off the runway at @ flySFO # N26967pic.twitter.com/H8QOLpSHMy,"2017-01-29T22:02:57.000Z""""",,,,,,,,,,,,,,,,
Ivar Satero. @ flySFO release the detained immigrants you are still holding.,"2017-01-29T22:01:45.000Z""""",,,,,,,,,,,,,,,,
@ flySFO @CustomsBorder Stop the detentions and let the immigrants in. Stop hatred. Stop fear. # NoBanNoWall,"2017-01-29T22:01:09.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Do not comply with the # illegitmatepresident illegal and immoral order. We <3 our Muslim neighbors.,"2017-01-29T22:00:47.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Please use your power to protect immigrants. Refuge is a human right. # NoBan # NoMuslimBan # ProtectTheOppressed,"2017-01-29T21:59:06.000Z""""",,,,,,,,,,,,,,,,
SFO Airport Director, Ivar Satero @ flySFO Use your authority to reject this ban on refugees/immigrants & to get all detainees released.,,,,,,,,,,,,,,,,
people are already protesting.,"2017-01-29T21:57:17.000Z""""",,,,,,,,,,,,,,,,
ShotSpotter meetings in town! (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/16gWMjgfgtk,,,,,,,,,,,,,,,,
Wake up & join the people @ flySFO.!!! # NoMuslimBanSFO,"2017-01-29T21:52:46.000Z""""",,,,,,,,,,,,,,,,
@ Pennyvane10 @ aaaj_alc @ flySFO and then last but not least they would need to be banned from government work/service due to 14th.,"2017-01-29T21:51:40.000Z""""",,,,,,,,,,,,,,,,
Thank you @ flySFO https://twitter.com/mgafni/status/825762163151155200 …,"2017-01-29T21:51:26.000Z""""",,,,,,,,,,,,,,,,
@ Pennyvane10 @ aaaj_alc @ flySFO they should also be charged with circumventing the 14th amendment as government employees.,"2017-01-29T21:51:12.000Z""""",,,,,,,,,,,,,,,,
